,similarity
chicken pox start,2.356195061202962
c hepatitis of symptoms,2.3193578801959873
acute pain,2.5890478699973256
necrotizing pneumonia,2.632718677045586
lead poisoning symptoms,2.4184921655671143
do flu germs how live long,2.373406451942156
of stomach symptoms ulcer,2.531654415539824
breast cancer,2.090314248126479
measles of signs,2.0287041174868503
cold cough,2.7204152624163522
be sick,2.2354468871579765
disease sexual transmitted,2.014460313690311
chronic infections yeast,2.4755649127719392
gangrene symptoms,2.5354763718584192
diseases venereal,2.2260121432601148
gallstones symptoms,2.5354763718584192
a hepatitis,2.2681144869327854
anxiety severe,2.4852645951007037
sore symptoms throat,2.793677229999649
diarrhea have,2.1618981501322816
aids research,1.9100541478999928
fever rash with,2.573738561318922
alzheimers disease,2.2595145787139703
drug,2.0155467564869136
child fever in,2.380894556144741
each flu get how many people the year,2.1128740166407693
health information,2.1330488466222626
asthma cough variant,2.503368764603696
children in tamiflu,2.0924057920781824
games health,2.211959123024525
being sick,2.24538536223774
are chickenpox contagious when,1.9062897907041907
health safety,2.220652199921376
in pneumonia toddlers,2.3742743315097856
allergy fever hay,2.7295040891371647
diseases feline,2.232820156228838
children for vaccination,2.2493871753162966
do flu for the to what,2.181794750982116
menopausal symptoms,2.5354763718584192
of schizophrenia symptoms,2.262534930958515
pulmonary tuberculosis,2.1962808288901434
disease fifths,2.2338079879869426
of pertussis symptoms,2.2839673212779776
tb test,2.2302686860248966
bronchitis,2.654938440711459
injury repetitive strain,2.2902943666581184
health kidney,2.4156593672301243
cancer symptoms tongue,2.2981961031722684
during fever pregnancy,2.5724355561447276
lupus symptoms,2.473012826872027
dementia patients,2.3103729641282498
can flu get the twice you,2.277548465788387
health world,2.164197730331492
diseases strange,2.11708278117792
meningitis meningococcal,2.4283035310751253
a antibiotics chest for infection,2.7390810827029433
cluster headaches symptoms,2.581152052054306
respiratory system,2.280601689703857
diseases list,2.059323942139097
disease dystonia,2.2338079879869426
c contagious hepatitis is,2.0562818420886777
are flu of signs the the what,2.0327494716132706
bug doctor,2.448096895970725
bug cold,2.673452728479905
medication ulcer,2.6455804365055284
hiv in of symptoms women,2.126483025698242
diseases smoking,2.184787751289386
around going uk virus,2.1973048476589683
a does fever flu how last long the with,2.356272122813645
nile symptoms west,2.2393222091902243
5th disease,2.2310372877498077
after diarrhea,2.306440219955786
allergy medicine,2.7036505972935454
diarrhea travelers,2.1017843282259236
appendicitis of symptoms,2.3876824931596126
liver of problems symptoms,2.4054937384364825
diabetes feline symptoms,2.453708564001967
diseases horse,2.1964141989746766
narcolepsy symptoms,2.5354763718584192
health mass,2.172388638726974
of stress symptoms,2.3625082122708547
attacks of panic symptoms,2.2393777475583114
flu from how long recover to,2.4067101803884206
buy tamiflu,2.010640698547171
adults celiac disease in symptoms,2.3135038694250922
health oral,2.305492135498772
health heart,2.296790953340256
health us,2.1379887968064986
does flu how shot the work,2.2806871775511426
fever scarlet treatment,2.6631558842991168
of symptoms ulcers,2.413868130638524
flu have i i the think,2.2728028881562374
disease scleroderma,2.2338079879869426
poisoning sun symptoms,2.5658323538755416
hypothermia of symptoms,2.3784357369256415
coeliac disease,2.2338079879869426
cancer care,2.0619599600816443
cold head symptoms,2.68451209248268
does mean virus what,1.8771964017233398
can flu get stomach the twice you,2.3733526561450167
baby sick,2.4875800133802373
bronchitis cure,2.4414812314521575
fever tablet,2.654197668900154
acute fever phase response without,2.3822570104076406
bite symptoms tick,2.432751647544497
105 fever,2.5750702744862735
of pneumonia sign,2.163132655015922
disease kawasaki,2.1981408367652597
symptoms whiplash,2.5158109893195837
problems symptoms thyroid,2.5095731442781695
causes disease heart of,2.127644240667609
disease renal,2.2338079879869426
human respiratory system,2.129881912596731
and disease foot hand mouth symptoms,2.3576238990638507
does flu how live long on surfaces the virus,2.188274955805578
chlamydia of symptoms,2.304988855728886
immune,2.4170513538008853
disease huntington,2.1738957685071054
fever song,2.3106866461262485
infection kidney of signs,2.3643055712035204
cold treat,2.6158641326500507
acquired fever hospital,2.720098272582271
fast flu get of rid the,2.3233683874529443
infection uterine,2.6872494527612165
cancer of pancreatic symptoms,2.2027233731972804
a infection of symptoms yeast,2.5214278254611755
cancer prostate,2.1028107737248423
cancer intestinal,2.0393801509796194
headaches severe,2.5922746237006753
disease gum treatment,2.373089582465767
clinical,2.1878048848937754
diseases zoonotic,2.2260121432601148
brain symptoms tumor,2.369840511398535
cancers,2.175648546681474
diarrhea stop,2.065748183575001
103 fever,2.6032509725019457
prevention relapse,2.377756256832871
suspension tamiflu,2.047586866254446
and disease foot mouth,2.2526922177844764
cancer liver treatment,2.3219647944918718
sick sinus syndrome,2.561630103859071
disease eye thyroid,2.3577056934531266
bladder disease gall symptoms,2.5191722654480824
anxiety medication,2.5967056494928555
fungal meningitis,2.480968454762089
breastfeeding tamiflu,2.1526494511792222
eat flu the to what with,2.2439970794272437
chest infection of signs,2.4075224807617888
and foot hand mouth virus,2.2452990643752697
disease kissing,2.1113390090753925
chronic cough similar to tuberculosis,2.249959095406098
cdc wonder,1.9124082776776627
adults fever for,2.4716782626225418
africa ebola in,1.9361492513801928
is pneumonia what,2.054062417681953
medical tests,2.2914067287001525
alcohol tamiflu,2.369773192695783
children in leukemia symptoms,2.324650687807986
cancer endometrial symptoms,2.2780671306748346
bug vomiting,2.513184673906809
bacteria,2.1982393892714134
cancer of ovarian symptoms,2.24445241601315
cure,2.180213485763829
center control disease,2.1427138589067196
a fever have,2.487376381768978
infection of symptoms tract urinary,2.519708285560002
causes infections kidney what,2.166320699212297
of stomach symptoms ulcers,2.5420164229998248
eyes fever,2.5143340699237133
cancer esophageal symptoms,2.2780671306748346
fever periodic,2.4867862651230475
td vaccine,2.130973100054748
africa in malaria,2.050036270376276
gastric symptoms ulcer,2.6274574814817555
antibiotic bacteria resistant,2.2834745200351274
asthma treatment,2.5703138141777933
aids diet,2.187860205329384
drug symptoms withdrawal,2.415307743466011
for infection sinus treatment,2.6839582601957264
dioxin poisoning,2.270939762355245
breast cancer month,2.178616013213275
bronchitis pneumonia vs,2.5317842615994746
cure fever hay,2.545790531616358
chronic disease kidney stages,2.3792330304604805
cough treatment whooping,2.4837267866060584
a infection sinus,2.81719613931367
allergy bite mosquito,2.467252894045434
acute children cough in,2.323933993509473
liver tests,2.4874038101195453
b hepatitis,2.2681144869327854
als symptoms,2.348923696782315
diseases infectious journal of,2.041290834875743
breast cancer treatment,2.2139309356932158
breast cancer inflammatory symptoms,2.253701707767642
fever hay,2.6149496034164343
cmv symptoms,2.5354763718584192
bipolar symptoms,2.385218845609082
infection staf,2.684081211074594
immunodeficiency,1.998667554963358
ear in infants infections,2.4162407751499555
damage liver symptoms,2.5255559458608112
are of pneumonia symptoms the what,2.0974943538682704
health public,2.1021587552834258
fever series,2.510037933129844
cough kennel symptoms,2.651496818975852
symptom,2.3169998534966423
causing fever infectious protozoa,2.439174149355421
after chicken pox,2.4009220513521137
in infection symptoms women yeast,2.443961806340839
disease foot hand mouth,2.268064651852757
a fever has,2.3281016551266163
for health,2.264694435455469
coli e symptoms,2.468843978320761
problem symptoms thyroid,2.5058869673327817
during pregnancy tamiflu,2.260800187177695
bacterial intermittent pneumonia,2.571027681206415
in infection nose staph,2.5105786805743326
infected tonsils,2.48534046984223
cancer of symptoms thyroid,2.3078233738037097
health mental,2.2586897239439843
antibiotics bronchitis for,2.658403575708548
causes cns fever infectious of,2.260292421632172
after eating sick,2.403842104282474
my symptoms,2.370677930476611
disease neuromuscular,2.2338079879869426
disease graves,2.106454680653185
diseases thyroid,2.408805891770021
aids causes what,1.843099413104597
and between cold difference flu the,2.390121378215324
celiac disease,2.2338079879869426
causes children fever gastrointestinal in infectious of,2.2146108626949443
fever postoperative,2.7364772677582385
does flu how last long the usually,2.2283476610291824
listeria of symptoms,2.2839673212779776
bug sickness winter,2.694558793349226
ear infection middle,2.5094153968939974
diagnosis medical,2.310684258893635
depression of symptoms,2.3120844553446176
bowel causing disease fever inflammatory,2.4199582584017136
insomnia symptoms,2.5929153463190917
diagnosed with,2.252721551351543
eat flu foods the to with,2.387462445512275
allergies winter,2.6967253842140355
infection pictures staph,2.3430226036794344
health total,2.1716324788395203
hypoglycemia symptoms,2.5354763718584192
brain symptoms tumors,2.3962899336216705
addison disease,2.2169106140084742
anemia of symptoms,2.2839673212779776
head injury symptoms,2.4671031659934672
diseases immune system,2.3129758699884277
disease progeria,2.2338079879869426
capsules tamiflu,2.595266968860877
bites bug,2.3829592491836036
arthritis of symptoms,2.456695109205753
cancer in symptoms women,2.1708803050210066
herpes test,2.2384942916307664
symptoms withdrawal,2.5546308622602405
